"a0","name","category","developer","rating"
"a1330","3D Pool Ball","Sports","CanadaDroid","4.4"
"a1331","4 \u043a\u0430\u0440\u0442\u0438\u043d\u043a\u0438 1 \u0441\u043b\u043e\u0432\u043e","Trivia","Yakubov Vitaly","4.3"
"a1332","BIG WIN Racing","Sports","Hothead Games","3.9"
"a1333","EA SPORTS UFC\u00ae","Sports","ELECTRONIC ARTS","4.4"
"a1334","Real Boxing 2 ROCKY","Sports","Vivid Games S.A.","4.3"
"a1335","Rocketball: Championship Cup","Sports","RandomIdea","4.2"
"a1336","\u0421\u0438\u043b\u044c\u043d\u043e\u0435 \u0437\u0432\u0435\u043d\u043e","Trivia","altergames.ru","4.4"
"a1337","Milionerzy 2017","Trivia","jmobile.pl","3.9"
"a1338","Adivina la Canci\u00f3n","Trivia","Niro Game Studio","4.0"
"a1339","Palabra Correcta","Trivia","Kroaq","4.3"
"a1340","Resuelve Acertijos","Trivia","Resuelve Acertijos","4.2"
"a1341","Bubble Journey","Casual","mozgame","4.1"
"a1342","Bubble Bust! - Bubble Shooter","Casual","GAMEON","4.3"
"a1343","Bubble Shooter","Casual","Bubble Shooter","4.2"
"a1344","Bubble Blaze","Casual","Outplay Entertainment Ltd","4.1"
"a1345","Bubble Worlds","Casual","Smoote Mobile","4.3"
"a1346","Bubble Mania\u2122","Arcade","Storm8 Studios","4.1"
"a1347","Milionerzy Quiz","Trivia","Red Block Studio","4.5"
"a1348","Bubble Shooter","Casual","GAMEON","4.2"
"a1349","Bubble Cat","Casual","Dream Club","4.0"
"a1350","Bouncing Balls Ultra","Puzzle","Play.im","3.9"
"a1351","Lost Bubble - Bubble Shooter","Arcade","Peak Games","4.3"
"a1352","Bubble Shooter Galaxy","Casual","KIMSOONgame","3.8"
"a1353","Bubble Shooter","Casual","Smoote Mobile","4.4"
"a1354","Bubble Witch Saga","Casual","King","4.1"
"a1355","Bubble Blast 2","Puzzle","Magma Mobile","4.6"
"a1356","TouchDown Rush : Football Run","Sports","infinitypocket","4.4"
"a1357","Football Heroes PRO 2016","Sports","Run Games","4.3"
"a1358","Fantasy Football Coach!","Sports","V2 Games Inc.","3.7"
"a1359","Boom Boom Football","Sports","Hothead Games","4.0"
"a1360","Shoot Bubble Deluxe","Puzzle","City Games LLC","4.0"
"a1361","Big Win Football 2016","Sports","Hothead Games","4.0"
"a1362","Flick Kick Field Goal 2016","Sports","PIKPOK","3.9"
"a1363","Stickman Football","Sports","Djinnworks GmbH","4.1"
"a1364","GameTime Football w/ Mike Vick","Sports","KBJ Games","4.0"
"a1365","Ted Ginn: Kick Return Football","Sports","DoubleTap Software","4.3"
"a1366","Fanatical Football","Sports","Mouse Games","4.2"
"a1367","Madden NFL Mobile","Sports","ELECTRONIC ARTS","4.4"
"a1368","LIMBO demo","Adventure","Playdead","4.4"
"a1369","Zombie house - escape 2","Adventure","Best Escape games","4.0"
"a1370","The Silent Age","Adventure","House on Fire","4.3"
"a1371","Paranormal Pursuit Free","Adventure","Alawar Entertainment, Inc.","4.3"
"a1372","Lara Croft GO","Puzzle","SQUARE ENIX Ltd","4.7"
"a1373","You Must Escape","Puzzle","Mobest Media","4.5"
"a1374","Stick Stunt Biker Free","Racing","Djinnworks GmbH","4.1"
"a1375","World's Hardest Escape Game","Puzzle","Mobest Media","4.2"
"a1376","Can You Escape - Tower","Puzzle","MobiGrow","4.2"
"a1377","Jet Car Stunts Lite","Racing","True Axis","4.3"
"a1378","Soccer Showdown 2015","Sports","Naquatic LLC","4.0"
"a1379","100 Doors 2","Puzzle","ZENFOX GAMES","3.9"
"a1380","100 Doors Full","Puzzle","ZENFOX GAMES","3.9"
"a1381","Can You Escape","Puzzle","MobiGrow","4.3"
"a1382","CSI: Hidden Crimes","Puzzle","Ubisoft Entertainment","4.2"
"a1383","Curse of the Werewolves","Puzzle","Nordcurrent","4.0"
"a1384","Kick Hero","Sports","LoadComplete","4.1"
"a1385","PES CLUB MANAGER","Sports","KONAMI","4.3"
"a1386","Marvel Puzzle Quest","Puzzle","D3 Go!","4.3"
"a1387","Real Madrid Fantasy Manager'17","Sports","Real Madrid C.F.","4.2"
"a1388","Striker Soccer London","Sports","U-Play Online","4.0"
"a1389","New Star Soccer","Sports","Five Aces Publishing Ltd.","4.6"
"a1390","Striker Soccer 2","Sports","Chillingo","3.9"
"a1391","Stickman Soccer","Sports","Djinnworks GmbH","4.1"
"a1392","Golden Manager - Football Game","Sports","Kerad Games","4.2"
"a1393","Flick Shoot (Soccer Football)","Sports","MobileCraft","4.2"
"a1394","Be A Legend: Soccer","Sports","FROM THE BENCH","3.8"
"a1395","Perfect Kick","Sports","Gamegou Limited","4.4"
"a1396","Head Soccer","Sports","D&D Dream","4.3"
"a1397","Stickman Soccer 2014","Sports","Djinnworks GmbH","4.2"
"a1398","Soccer Stars","Sports","Miniclip.com","4.4"
"a1399","Soccer Football World Cup","Sports","GameVille Studio Inc.","3.8"
"a1400","Score! World Goals","Sports","First Touch","4.4"
"a1401","Head Soccer La Liga 2017","Sports","Liga de F\u00fatbol Profesional","4.4"
"a1402","Blocky Soccer","Sports","Full Fat","3.9"
"a1403","Score! Hero","Sports","First Touch","4.6"
"a1404","Stickman Downhill","Racing","Djinnworks GmbH","4.2"
"a1405","Stickman Base Jumper","Arcade","Djinnworks GmbH","4.0"
"a1406","Stick Stunt Biker 2","Racing","Djinnworks GmbH","4.0"
"a1407","Rope'n'Fly 4","Action","Djinnworks GmbH","4.0"
"a1408","Ski Safari","Arcade","Defiant Development","4.7"
"a1409","Trial Xtreme 2 Racing Sport 3D","Racing","Deemedya INC","4.1"
"a1410","BMX STUNTS","Racing","Ace Viral","3.9"
"a1411","Skater Boy","Arcade","MiniCard","4.2"
"a1412","BMX Boy","Racing","MiniCard","4.2"
"a1413","Bike Rivals","Racing","Miniclip.com","4.2"
"a1414","Trial Xtreme 3","Racing","Deemedya INC","4.3"
"a1415","Red Bull Air Race The Game","Racing","Red Bull","4.0"
"a1416","Pumped: BMX","Sports","Noodlecake Studios Inc","4.6"
"a1417","Ski Jump","Sports","Pixel Perfect Dude","4.1"
"a1418","Extreme Skater","Sports","Miniclip.com","4.2"
"a1419","Touchgrind BMX","Sports","Illusion Labs","4.2"
"a1420","Where\u2019s My Perry? Free","Puzzle","Disney","4.2"
"a1421","Epic Skater","Arcade","Kongregate","4.1"
"a1422","Dude Perfect","Sports","Dude Perfect","4.0"
"a1423","NBA JAM by EA SPORTS\u2122","Sports","ELECTRONIC ARTS","4.3"
"a1424","Basketball Shots 3D (2010)","Sports","Creative Mobile","4.1"
"a1425","Basketball Shot","Sports","Droidhen Casual","4.2"
"a1426","Rival Stars Basketball","Sports","PIKPOK","4.5"
"a1427","Basketball Showdown 2015","Sports","Naquatic LLC","4.4"
"a1428","Basketball Shoot","Sports","MiniCard","4.4"
"a1429","NBA General Manager 2017","Sports","FROM THE BENCH","4.1"
"a1430","Stickman Basketball","Sports","Djinnworks GmbH","4.1"
"a1431","All-Star Basketball","Sports","Renown Entertainment","4.3"
"a1432","Basketball Kings: Multiplayer","Sports","MobileCraft","4.4"
"a1433","Bouncy Basketball","Sports","Dreamon Studios","4.3"
"a1434","Basketball Mania","Sports","Mouse Games","4.2"
"a1435","Jam League Basketball","Sports","Battery Acid Games, Inc.","4.2"
"a1436","Words","Puzzle","Magma Mobile","4.2"
"a1437","Wordfeud","Word","Bertheussen IT","4.6"
"a1438","Words of Gold: Scrabble Puzzle","Word","Cupcake Entertainment","4.3"
"a1439","Hanging With Friends","Word","Zynga","4.2"
"a1440","Classic Words Solo","Word","Lulo Apps","4.4"
"a1441","Word Search Free","Word","NotyxGames","4.3"
"a1442","Words With Friends Classic","Word","Zynga","4.3"
"a1443","MLB TAP SPORTS BASEBALL 2017","Sports","Glu","4.5"
"a1444","BFB Champions 2.0","Sports","CYBIRD","4.0"
"a1445","True Skate","Sports","True Axis","4.4"
"a1446","Stick Cricket Super League","Sports","Stick Sports Ltd","4.6"
"a1447","Top Eleven Be a Soccer Manager","Sports","Nordeus","4.4"
"a1448","WWE SuperCard","Sports","2K, Inc.","4.3"
"a1449","Crossword","Word","Berni Mobile","4.1"
"a1450","Dream League Soccer 2017","Sports","First Touch","4.6"
"a1451","Puppet Ice Hockey: Pond Head","Sports","NOXGAMES - free big head puppet sports","4.4"
"a1452","Crazy Snowboard Pro","Sports","Ezone.com","4.3"
"a1453","Snowboard Party","Sports","Ratrod Studio Inc.","4.4"
"a1454","Patrick Kane's Hockey Classic","Sports","Distinctive Wireless Inc.","4.1"
"a1455","Skiing Yeti Mountain","Sports","Featherweight","4.3"
"a1456","Stickman Ski Racer","Sports","Djinnworks GmbH","4.0"
"a1457","Crazy Snowboard","Sports","Ezone.com","4.0"
"a1458","Stickman Snowboarder","Sports","Turbo Chilli","3.9"
"a1459","Super Ski Jump - Winter Rush","Sports","2tainment GmbH","4.0"
"a1460","iStunt 2","Sports","Miniclip.com","4.2"
"a1461","Baseball Vs Zombies","Strategy","AppOn Innovate","4.1"
"a1462","R.B.I. Baseball 14","Sports","MLB Advanced Media, L.P.","4.0"
"a1463","Baseball Hero","Sports","Doodle Mobile Ltd.","4.1"
"a1464","MLB.com Franchise MVP","Sports","MLB Advanced Media, L.P.","3.8"
"a1465","TAP SPORTS BASEBALL 2015","Sports","Glu","4.3"
"a1466","Homerun Battle 2","Sports","Com2uS USA","4.8"
"a1467","Flick Home Run! baseball game","Sports","infinitypocket","4.1"
"a1468","MLB.com Home Run Derby 17","Sports","MLB Advanced Media, L.P.","4.2"
"a1469","BIG WIN Basketball","Sports","Hothead Games","4.1"
"a1470","Real Basketball","Sports","MobileCraft","4.5"
"a1471","Basketball Stars","Sports","Miniclip.com","4.4"
"a1472","\ud0c0\uc694\ucf58 - \ud0c0\uc694 \uc544\ubc14\ud0c0 \ub180\uc774\ub3d9\ud654","Education","KIGLE","4.3"
"a1473","Kids Animal Jigsaw Puzzles","Educational","Espace Publishing","3.7"
"a1474","Badanamu Talk & Trace","Educational","Calm Island Co.,Ltd.","4.2"
"a1475","FIFA Mobile Soccer","Sports","ELECTRONIC ARTS","4.2"
"a1476","Snowboard Party Lite","Sports","Ratrod Studio Inc.","4.4"
"a1477","Panda Preschool Math","Educational","Active Panda","3.9"
"a1478","Mommy Saver","Entertainment","Purple Leaf Software","4.4"
"a1479","English for kids - Lingokids","Education","Lingokids - English and Chinese Learning For Kids","3.9"
"a1480","Toddler Animal Sounds","Education","Kidstatic Apps","4.1"
"a1481","Toy Guitar with songs for kids","Music & Audio","Gismart","4.2"
"a1482","Guess the GIF","Trivia","Random Logic Games, LLC","4.3"
"a1483","Logo Quiz","Trivia","bubble quiz games","4.3"
"a1484","Guess The Movie & Character","Trivia","Guess The Movie Logo Quiz Games","4.1"
"a1485","Kids Preschool Puzzles","Education","forqan smart tech","4.1"
"a1486","MarcoPolo Weather","Education","MarcoPolo Learning, Inc.","4.3"
"a1487","Word Academy","Word","Scimob","4.4"
"a1488","4 Pics 1 Word Puzzle Plus","Word","Second Gear Games","4.4"
"a1489","Hi Guess the Basketball Star","Trivia","HI STUDIO LIMITED","4.2"
"a1490","Close Up Horror Character Quiz","Trivia","Goda Game","4.6"
"a1491","Word Smart\u2122: Brain Game","Word","Flow State Media","4.4"
"a1492","What Drink ?","Word","Bosphorus Mobile","4.6"
"a1493","What's the Word: 4 pics 1 word","Word","Red-Spell","4.8"
"a1494","Guess the Word \u2122","Word","MadRabbit","4.2"
"a1495","Photo Quiz ~ 4 Pics 1 Word","Word","Taps Arena","4.3"
"a1496","Guess the Shadow! ~ Logo Quiz","Word","Taps Arena","4.1"
"a1497","Heads Up!","Word","Warner Bros. International Enterprises","4.1"
"a1498","Logo Quiz Fun Plus","Word","logos quiz games","4.4"
"a1499","Pictoword: Word Guessing Games","Word","Kooapps LLC","4.7"
"a1500","What Food ?","Word","Bosphorus Mobile","4.5"
"a1501","Guess the Word","Word","Random Logic Games, LLC","4.2"
"a1502","100 PICS Quiz - free quizzes","Trivia","Poptacular","4.3"
"a1503","Emoji Quiz","Trivia","Mangoo Games","4.4"
"a1504","Guess The Emoji","Word","Random Logic Games, LLC","4.4"
"a1505","Hangman Free","Word","Optime Software","3.8"
"a1506","Jeopardy!","Trivia","Sony Pictures Television","3.9"
"a1507","Close Up Character - Pic Quiz!","Trivia","Goda Game","4.5"
"a1508","Guess The Movie Quiz","Trivia","bubble quiz games","4.1"
"a1509","Picture Quiz: Logos","Trivia","Timeglass Works","4.2"
"a1510","Think","Trivia","June Software Inc","4.2"
"a1511","Quiz Run","Trivia","VOODOO","4.3"
"a1512","QuizUp","Trivia","Glu","4.3"
"a1513","94%","Trivia","Scimob","4.6"
"a1514","Family Feud\u00ae 2","Trivia","Ludia Inc.","4.1"
"a1515","Trivia Crack Kingdoms","Trivia","Etermax","4.4"
"a1516","Pointless Quiz","Trivia","GOOD CATCH","3.9"
"a1517","Pixduel\u2122 PREMIUM","Trivia","FEO Media AB","4.4"
"a1518","Genius Quiz Premium","Trivia","Andr\u00e9 Birnfeld","4.5"
"a1519","4 Player Reactor (Multiplayer)","Trivia","cool cherry trees","4.7"
"a1520","Guess The Movie \u00ae - Full","Trivia","June Software Inc","4.5"
"a1521","Sporcle","Trivia","Sporcle, Inc","3.5"
"a1522","Genius World History Quiz","Trivia","EMSE PUBLISHING","3.9"
"a1523","Trivia Crack (Ad free)","Trivia","Etermax","4.6"
"a1524","Jeopardy! HD","Trivia","Sony Pictures Television","4.0"
"a1525","Sago Mini Trucks and Diggers","Education","Sago Mini","4.5"
"a1526","Kids Learn to Count 123 (Lite)","Educational","Intellijoy Educational Games for Kids","3.9"
"a1527","Peekaboo, I See You! for Kids","Education","BabyFirst","3.9"
"a1528","Kids ABC and Counting","Educational","Espace Publishing","3.9"
"a1529","Cute Nursery Rhymes & Songs","Music","Touchzing Media","4.1"
"a1530","ABC's: Alphabet Learning Game","Educational","BabyFirst","3.8"
"a1531","BabyFirst Video Educational TV","Education","BabyFirst","3.9"
"a1532","Boggle With Friends","Word","Zynga","4.4"
"a1533","Wordie: Guess the Word","Word","The FastMind","4.5"
"a1534","Letter Bounce - Word Puzzles","Word","IRIX","4.0"
"a1535","Ruzzle Free","Word","MAG Interactive","4.2"
"a1536","What Restaurant ?","Word","Bosphorus Mobile","4.6"
"a1537","Guess The Song - Music Quiz","Trivia","S Quiz It!","4.2"
"a1538","Trivia Crack","Trivia","Etermax","4.5"
"a1539","Millionaire Empire","Trivia","Arrasol","3.9"
"a1540","Farming Simulator 14","Simulation","GIANTS Software","4.4"
"a1541","Schoolbus Driver 3D SIM","Simulation","Tapinator, Inc. (Ticker: TAPM)","4.0"
"a1542","Highway Rider Motorcycle Racer","Racing","Battery Acid Games, Inc.","4.2"
"a1543","Hill Climb Racing","Racing","Fingersoft","4.4"
"a1544","Lumosity - Brain Training","Education","Lumos Labs, Inc.","4.2"
"a1545","SpeedMoto","Arcade","OoO studio","4.2"
"a1546","Ultimate MotoCross 2 Free","Racing","Dream-Up","3.9"
"a1547","Ultimate Moto RR 2 Free","Racing","Dream-Up","4.1"
"a1548","City Bike Racing 3D","Racing","i6 Games","3.7"
"a1549","Bike Race 3D - Moto Racing","Racing","MTS Free Games","3.9"
"a1550","Death Racing:Moto","Racing","FT Games","4.1"
"a1551","Drag Racing: Bike Edition","Racing","Creative Mobile","4.2"
"a1552","IMPOSSIBLE ROAD","Arcade","WONDERFUL LASERS","4.2"
"a1553","Memory Mastermind","Puzzle","RobTop Games","4.3"
"a1554","MatchUp : Exercise your Memory","Puzzle","Magma Mobile","4.3"
"a1555","CopyCat - Simon Says Game","Casual","IMGWERX LLC","4.1"
"a1556","Memory Trainer","Puzzle","Urbian","4.0"
"a1557","Blendoku","Puzzle","Lonely Few","4.4"
"a1558","Memory Matches Circus","Card","IDC Projects","4.3"
"a1559","Chess With Friends Free","Board","Zynga","4.3"
"a1560","Zombie Killer Squad","Action","Section Studios, Inc. and 3BD Games LLC","4.3"
"a1561","Ramboat: Shoot and Dash","Action","Genera Games","4.4"
"a1562","Smash Champs","Action","Kiloo","4.1"
"a1563","Office Rumble","Action","Bluehole PNIX","4.1"
"a1564","Make Action! PicoPicoMaker","Action","G.Gear.inc","4.0"
"a1565","Destroy Gunners SP\u03b1","Action","SHADE Inc.","4.2"
"a1566","OMG: TD!","Action","Yodo1 Games","4.0"
"a1567","Must Deliver","Action","cherrypick games","4.1"
"a1568","Anger of Stick 2","Action","Miniclip.com","4.3"
"a1569","Storm of Darkness","Action","Mountain Lion","3.9"
"a1570","Speedy Ninja","Action","NetEase Games","4.1"
"a1571","Bunny Run","Simulation","Star Girl Games","4.0"
"a1572","Despicable Me","Casual","Gameloft","4.4"
"a1573","The Maze Runner","Action","PIKPOK","4.0"
"a1574","Danger Dash","Adventure","Gameloft","4.0"
"a1575","Spirit of Wandering","Adventure","G5 Entertainment","3.9"
"a1576","Angry Birds Go!","Racing","Rovio Entertainment Ltd.","4.2"
"a1577","Angry Birds 2","Casual","Rovio Entertainment Ltd.","4.5"
"a1578","Angry Gran Run - Running Game","Racing","Ace Viral","4.2"
"a1579","Bad Piggies HD","Puzzle","Rovio Entertainment Ltd.","4.3"
"a1580","PAC-MAN Bounce","Puzzle","BANDAI NAMCO Entertainment Europe","4.0"
"a1581","Slingo Adventure Bingo & Slots","Puzzle","Blastworks Inc.","4.3"
"a1582","Brain Games","Puzzle","Godline Studios","4.1"
"a1583","Bee Brilliant","Puzzle","Tactile Entertainment","4.7"
"a1584","Yummy Gummy","Puzzle","Zynga","4.6"
"a1585","Charm King","Puzzle","PlayQ Inc","4.6"
"a1586","Dots: A Game About Connecting","Casual","Playdots, Inc.","4.1"
"a1587","Bad Piggies","Puzzle","Rovio Entertainment Ltd.","4.3"
"a1588","Cut the Rope: Experiments FREE","Puzzle","ZeptoLab","4.2"
"a1589","Temple Run 2","Action","Imangi Studios","4.3"
"a1590","Agar.io","Action","Miniclip.com","4.2"
"a1591","Sling Kong","Arcade","Protostar","4.5"
"a1592","Galaxy Hoppers","Arcade","Wizard Games Incorporated","4.1"
"a1593","PewPew","Arcade","Jean-Fran\u00e7ois Geyelin","4.2"
"a1594","Slayin","Arcade","FDG Entertainment GmbH & Co.KG","4.6"
"a1595","PewPew 2","Arcade","Jean-Fran\u00e7ois Geyelin","4.7"
"a1596","Proton Pulse Google Cardboard","Arcade","ZeroTransform LLC","4.3"
"a1597","PAC-MAN CE DX","Arcade","BANDAI NAMCO Entertainment America Inc.","4.5"
"a1598","Zero Punctuation: Hatfall","Arcade","Defy Media","4.4"
"a1599","Granny Smith","Arcade","Mediocre","4.7"
"a1600","Looney Tunes Dash!","Casual","Zynga","4.2"
"a1601","Battle Run","Action","Game Hive Corporation","4.5"
"a1602","Talking Tom Gold Run","Action","Outfit7","4.5"
"a1603","Raccoon Pizza Rush","Racing","Kongregate","4.2"
"a1604","Motocross Beach Jumping 3D","Simulation","Mibejo Mobile","3.9"
"a1605","T Truck Simulator","Simulation","Umisoft Games","3.6"
"a1606","Racing In Moto","Simulation","Zappy Studios - Action and Simulation Games & Apps","4.0"
"a1607","Osmos HD","Arcade","Hemisphere Games Inc","4.7"
"a1608","Off-Road Racing Hill Climb","Simulation","Hill climb","3.9"
"a1609","Angry Birds Friends","Arcade","Rovio Entertainment Ltd.","4.2"
"a1610","WarGames: WOPR","Puzzle","Be-Rad Entertainment","4.6"
"a1611","PUZZLE PRISM","Puzzle","PONOS","4.3"
"a1612","ZOOKEEPER DX TouchEdition","Puzzle","KITERETSU inc.","4.2"
"a1613","The Curse","Puzzle","Toy Studio Media Corporation","4.1"
"a1614","Logic Dots","Puzzle","Ayopa Games","4.1"
"a1615","Colors United","Puzzle","Super Mad Games LTD","4.1"
"a1616","Home: Boov Pop!","Puzzle","Behaviour Interactive","4.5"
"a1617","Toy Blast","Puzzle","Peak Games","4.6"
"a1618","Angry Birds Epic RPG","Role Playing","Rovio Entertainment Ltd.","4.5"
"a1619","Fruit Nibblers","Puzzle","Rovio Entertainment Ltd.","4.6"
"a1620","Wingsuit Stickman","Arcade","Djinnworks GmbH","3.8"
"a1621","Punch Quest","Arcade","Noodlecake Studios Inc","4.3"
"a1622","Cartoon Wars 2","Arcade","GAMEVIL Inc.","4.3"
"a1623","Crossy Heroes","Arcade","Wizard Games Incorporated","4.0"
"a1624","NinJump","Arcade","Backflip Studios, Inc.","4.3"
"a1625","Random Heroes","Arcade","Noodlecake Studios Inc","3.9"
"a1626","Zombie Killer","Arcade","Italy Games","4.1"
"a1627","Squadron - Bullet Hell Shooter","Arcade","Magma Mobile","4.2"
"a1628","Monster Dash","Arcade","Halfbrick Studios","4.0"
"a1629","Geometry Wars 3: Dimensions","Arcade","Activision Publishing, Inc.","4.6"
"a1630","Radiant HD","Arcade","HEXAGE","4.6"
"a1631","Ridiculous Fishing","Arcade","Vlambeer","4.5"
"a1632","Samurai II: Vengeance","Arcade","MADFINGER Games","4.5"
