,_id,ltable_ID,rtable_ID,ltable_name,ltable_category,ltable_developer,ltable_rating,rtable_name,rtable_category,rtable_developer,rtable_rating,label
5715,5715,a2745,b484,GSN Casino: Free Slot Machines,Casino,"GSN Games, Inc.",4.3,SLOTS - Black Diamond Casino Slot Machines Games,Zynga Inc.,Zynga Inc.,4.71983,0
5727,5727,a676,b484,Hit it Rich! Free Casino Slots,Casino,Zynga,4.4,SLOTS - Black Diamond Casino Slot Machines Games,Zynga Inc.,Zynga Inc.,4.71983,0
5729,5729,a2736,b484,Wizard of Oz Free Slots Casino,Casino,Zynga,4.5,SLOTS - Black Diamond Casino Slot Machines Games,Zynga Inc.,Zynga Inc.,4.71983,0
5760,5760,a1581,b486,Slingo Adventure Bingo & Slots,Puzzle,Blastworks Inc.,4.3,Slingo Adventure - Free Bingo Spin Game,Entertainment,Blastworks Limited,2.21428,0
5765,5765,a2664,b487,Vegas Jackpot Slots Casino,Casino,Rocket Speed - Casino Slots Games,4.6,High 5 Casino - Free Real Vegas Slots!,Games,High 5 Games,4.09375,0
5767,5767,a2669,b487,Jackpot Party Casino Slots 777,Casino,Scientific Games Interactive,4.4,High 5 Casino - Free Real Vegas Slots!,Games,High 5 Games,4.09375,0
5768,5768,a2670,b487,Quick Hit\u2122 Free Casino Slots,Casino,Scientific Games Interactive,4.3,High 5 Casino - Free Real Vegas Slots!,Games,High 5 Games,4.09375,0
5769,5769,a2673,b487,Slots Casino Games God of Sky,Casino,Free Slots & Casino games by Huuuge,4.6,High 5 Casino - Free Real Vegas Slots!,Games,High 5 Games,4.09375,0
5771,5771,a2684,b487,Casino Slots,Casino,Mouse Games,4,High 5 Casino - Free Real Vegas Slots!,Games,High 5 Games,4.09375,0
5773,5773,a2690,b487,OMG! Fortune Free Slots Casino,Casino,LuckyFish Games \u2013 Free Slot Machines,4.3,High 5 Casino - Free Real Vegas Slots!,Games,High 5 Games,4.09375,0
5774,5774,a2716,b487,Slots Lucky Wolf Casino Slots,Casino,Rocket Speed - Casino Slots Games,4.4,High 5 Casino - Free Real Vegas Slots!,Games,High 5 Games,4.09375,0
5777,5777,a2735,b487,Casino Games - Cleopatra Slots,Casino,Free Slots & Casino games by Huuuge,4.5,High 5 Casino - Free Real Vegas Slots!,Games,High 5 Games,4.09375,0
5783,5783,a2745,b487,GSN Casino: Free Slot Machines,Casino,"GSN Games, Inc.",4.3,High 5 Casino - Free Real Vegas Slots!,Games,High 5 Games,4.09375,0
5787,5787,a2809,b487,777 Slots Casino,Casino,Scientific Games Interactive (IL),4.4,High 5 Casino - Free Real Vegas Slots!,Games,High 5 Games,4.09375,0
5788,5788,a2742,b487,Big Fish Casino\u2122 \u2013 Free Slots,Casino,Big Fish Games,4.3,High 5 Casino - Free Real Vegas Slots!,Games,High 5 Games,4.09375,0
5790,5790,a2646,b487,Slots Free - Big Win Casino\u2122,Casino,FiveStar Games - Slots and Casino,4.3,High 5 Casino - Free Real Vegas Slots!,Games,High 5 Games,4.09375,0
5799,5799,a2091,b489,Tiny Tower Vegas,Casual,NimbleBit LLC,4.1,Tiny Tower Vegas,Casino,NimbleBit LLC,4.58289,1
5800,5800,a1267,b489,Tiny Tower,Simulation,NimbleBit LLC,4.5,Tiny Tower Vegas,Casino,NimbleBit LLC,4.58289,0
5980,5980,a2689,b497,Lucky Win Casino\u2122- FREE SLOTS,Casino,ZENTERTAIN LTD,4.3,Slots Craze - Free Slots Games,Luck Genome ltd.,Luck Genome ltd.,4.3,0
5990,5990,a2741,b497,Scatter Slots: Free Fun Casino,Casino,Murka Ltd.,4.6,Slots Craze - Free Slots Games,Luck Genome ltd.,Luck Genome ltd.,4.3,0
6002,6002,a2736,b498,Wizard of Oz Free Slots Casino,Casino,Zynga,4.5,Willy Wonka Slots: Free Vegas Casino Slot Machines,Casino,Zynga Inc.,4.73853,0
6018,6018,a676,b498,Hit it Rich! Free Casino Slots,Casino,Zynga,4.4,Willy Wonka Slots: Free Vegas Casino Slot Machines,Casino,Zynga Inc.,4.73853,0
6025,6025,a2745,b498,GSN Casino: Free Slot Machines,Casino,"GSN Games, Inc.",4.3,Willy Wonka Slots: Free Vegas Casino Slot Machines,Casino,Zynga Inc.,4.73853,0
6057,6057,a2667,b501,Slots\u2122 Wolf FREE Slot Machines,Casino,ADDA Entertainment,4.4,Infinity Slots Free Casino Slot Machine,Card,Murka Entertainment Limited,4.63314,0
6073,6073,a2741,b501,Scatter Slots: Free Fun Casino,Casino,Murka Ltd.,4.6,Infinity Slots Free Casino Slot Machine,Card,Murka Entertainment Limited,4.63314,0
6101,6101,a2695,b504,Bingo Blingo,Casino,Rockyou Inc.,4.1,Bingo Blingo,Board,"RockYou, Inc.",2.28571,1
6130,6130,a2646,b508,Slots Free - Big Win Casino\u2122,Casino,FiveStar Games - Slots and Casino,4.3,Old Vegas Slots: Free Classic Casino Slot Machines,LLC,"DGN Games, LLC",3.28571,0
6131,6131,a2664,b508,Vegas Jackpot Slots Casino,Casino,Rocket Speed - Casino Slots Games,4.6,Old Vegas Slots: Free Classic Casino Slot Machines,LLC,"DGN Games, LLC",3.28571,0
6134,6134,a2669,b508,Jackpot Party Casino Slots 777,Casino,Scientific Games Interactive,4.4,Old Vegas Slots: Free Classic Casino Slot Machines,LLC,"DGN Games, LLC",3.28571,0
6135,6135,a2670,b508,Quick Hit\u2122 Free Casino Slots,Casino,Scientific Games Interactive,4.3,Old Vegas Slots: Free Classic Casino Slot Machines,LLC,"DGN Games, LLC",3.28571,0
6136,6136,a2673,b508,Slots Casino Games God of Sky,Casino,Free Slots & Casino games by Huuuge,4.6,Old Vegas Slots: Free Classic Casino Slot Machines,LLC,"DGN Games, LLC",3.28571,0
6137,6137,a2684,b508,Casino Slots,Casino,Mouse Games,4,Old Vegas Slots: Free Classic Casino Slot Machines,LLC,"DGN Games, LLC",3.28571,0
6139,6139,a2690,b508,OMG! Fortune Free Slots Casino,Casino,LuckyFish Games \u2013 Free Slot Machines,4.3,Old Vegas Slots: Free Classic Casino Slot Machines,LLC,"DGN Games, LLC",3.28571,0
6140,6140,a2712,b508,Slots Lost Treasure Slot Games,Casino,Rocket Speed - Casino Slots Games,4.4,Old Vegas Slots: Free Classic Casino Slot Machines,LLC,"DGN Games, LLC",3.28571,0
6141,6141,a2716,b508,Slots Lucky Wolf Casino Slots,Casino,Rocket Speed - Casino Slots Games,4.4,Old Vegas Slots: Free Classic Casino Slot Machines,LLC,"DGN Games, LLC",3.28571,0
6144,6144,a2735,b508,Casino Games - Cleopatra Slots,Casino,Free Slots & Casino games by Huuuge,4.5,Old Vegas Slots: Free Classic Casino Slot Machines,LLC,"DGN Games, LLC",3.28571,0
6151,6151,a2745,b508,GSN Casino: Free Slot Machines,Casino,"GSN Games, Inc.",4.3,Old Vegas Slots: Free Classic Casino Slot Machines,LLC,"DGN Games, LLC",3.28571,0
6154,6154,a2809,b508,777 Slots Casino,Casino,Scientific Games Interactive (IL),4.4,Old Vegas Slots: Free Classic Casino Slot Machines,LLC,"DGN Games, LLC",3.28571,0
6155,6155,a2742,b508,Big Fish Casino\u2122 \u2013 Free Slots,Casino,Big Fish Games,4.3,Old Vegas Slots: Free Classic Casino Slot Machines,LLC,"DGN Games, LLC",3.28571,0
6209,6209,a64,b510,March of Empires: War of Lords,Strategy,Gameloft,4.2,Brothers in Arms 3: Sons of War,Action,Gameloft,4.42396,0
6213,6213,a700,b510,Brothers in Arms\u00ae 3,Arcade,Gameloft,4.5,Brothers in Arms 3: Sons of War,Action,Gameloft,4.42396,0
6219,6219,a1288,b511,Ace Fishing: Wild Catch,Sports,Com2uS USA,4.3,Ace Fishing: Wild Catch,Action,"Com2uS USA, Inc.",4.65,1
6220,6220,a1297,b511,Rapala Fishing - Daily Catch,Sports,"Concrete Software, Inc.",4.2,Ace Fishing: Wild Catch,Action,"Com2uS USA, Inc.",4.65,0
6320,6320,a2683,b516,Slots Journey 2,Casino,Murka Ltd.,4.3,Slots Journey,Casino,Murka Entertainment Limited,3.77143,0
6322,6322,a44,b517,War of Nations: PvP Domination,Strategy,Rockyou Inc.,3.8,War of Nations - PVP Strategy MMO,Strategy,"RockYou, Inc.",3.02632,0
6323,6323,a47,b517,Heroes of War: Orcs vs Knights,Strategy,NEXON M Inc.,4,War of Nations - PVP Strategy MMO,Strategy,"RockYou, Inc.",3.02632,0
6336,6336,a1005,b517,Game of War - Fire Age,Strategy,"Machine Zone, Inc.",3.9,War of Nations - PVP Strategy MMO,Strategy,"RockYou, Inc.",3.02632,0
6337,6337,a1658,b518,Running Fred,Arcade,Dedalord,4.3,Running Fred,Entertainment,Dedalord S.R.L.,4.33025,1
6338,6338,a1427,b519,Basketball Showdown 2015,Sports,Naquatic LLC,4.4,Basketball Showdown,Sports,Naquatic LLC,4.46539,0
6339,6339,a1249,b519,Basketball Showdown,Sports,Naquatic LLC,4.1,Basketball Showdown,Sports,Naquatic LLC,4.46539,1
6344,6344,a1309,b520,Real Boxing,Sports,Vivid Games S.A.,4.2,Real Boxing 2 ROCKY,Action,Vivid Games S.A.,3.66667,0
6345,6345,a1334,b520,Real Boxing 2 ROCKY,Sports,Vivid Games S.A.,4.3,Real Boxing 2 ROCKY,Action,Vivid Games S.A.,3.66667,1
6347,6347,a2744,b522,Slots - Pharaoh's Way,Casino,Cervo Media,4.5,Slots Pharaoh's Fire - The best free slots!,Entertainment,CERVO MEDIA GMBH,4.62962,0
6349,6349,a2645,b522,Slots - Pharaoh's Fire,Casino,Cervo Media,4.4,Slots Pharaoh's Fire - The best free slots!,Entertainment,CERVO MEDIA GMBH,4.62962,0
6413,6413,a2689,b524,Lucky Win Casino\u2122- FREE SLOTS,Casino,ZENTERTAIN LTD,4.3,Quick Hit Slots Free Casino Slot Machines Games,Appchi Media Ltd,Appchi Media Ltd,3.49254,0
6424,6424,a2741,b524,Scatter Slots: Free Fun Casino,Casino,Murka Ltd.,4.6,Quick Hit Slots Free Casino Slot Machines Games,Appchi Media Ltd,Appchi Media Ltd,3.49254,0
6445,6445,a2667,b525,Slots\u2122 Wolf FREE Slot Machines,Casino,ADDA Entertainment,4.4,Scatter Slots Free Vegas Casino Slot Machines,Entertainment,Murka Entertainment Limited,4.56445,0
6462,6462,a2741,b525,Scatter Slots: Free Fun Casino,Casino,Murka Ltd.,4.6,Scatter Slots Free Vegas Casino Slot Machines,Entertainment,Murka Entertainment Limited,4.56445,0
6471,6471,a1443,b526,MLB TAP SPORTS BASEBALL 2017,Sports,Glu,4.5,Tap Sports Baseball 2015,Action,Glu Games Inc,4.34101,0
6472,6472,a1465,b526,TAP SPORTS BASEBALL 2015,Sports,Glu,4.3,Tap Sports Baseball 2015,Action,Glu Games Inc,4.34101,1
6473,6473,a1250,b526,TAP SPORTS BASEBALL,Sports,Glu,3.9,Tap Sports Baseball 2015,Action,Glu Games Inc,4.34101,0
6495,6495,a199,b528,Hot Wheels: Race Off,Racing,Hutch Games,4.4,Hot Wheels: Race Off,Action,Hutch Games Ltd,4.44018,1
6496,6496,a2647,b530,The Price is Right\u2122 Slots,Casino,Ludia Inc.,4.2,The Price is Right Slots,Arcade,Ludia,3.7913,0
6497,6497,a2723,b530,The Price Is Right\u2122 Bingo,Casino,Ludia Inc.,4.2,The Price is Right Slots,Arcade,Ludia,3.7913,0
6510,6510,a2717,b531,myVEGAS Slots - Free Casino,Casino,PlayStudios,4.4,my KONAMI Slots - Play Free Las Vegas Casino Slots,Card,PlayStudios,4.52829,0
6536,6536,a2664,b532,Vegas Jackpot Slots Casino,Casino,Rocket Speed - Casino Slots Games,4.6,Viva Slots Las Vegas Free Classic Casino Games,Rocket Speed,"Rocket Speed, Inc.",4.84687,0
6544,6544,a2712,b532,Slots Lost Treasure Slot Games,Casino,Rocket Speed - Casino Slots Games,4.4,Viva Slots Las Vegas Free Classic Casino Games,Rocket Speed,"Rocket Speed, Inc.",4.84687,0
6545,6545,a2716,b532,Slots Lucky Wolf Casino Slots,Casino,Rocket Speed - Casino Slots Games,4.4,Viva Slots Las Vegas Free Classic Casino Games,Rocket Speed,"Rocket Speed, Inc.",4.84687,0
6555,6555,a2745,b532,GSN Casino: Free Slot Machines,Casino,"GSN Games, Inc.",4.3,Viva Slots Las Vegas Free Classic Casino Games,Rocket Speed,"Rocket Speed, Inc.",4.84687,0
6556,6556,a2757,b532,Las Vegas,Travel & Local,PocketGuide Inc.,4.2,Viva Slots Las Vegas Free Classic Casino Games,Rocket Speed,"Rocket Speed, Inc.",4.84687,0
6566,6566,a406,b532,Reversi Free - King of Games,Casual,Cross Field Inc.,4.3,Viva Slots Las Vegas Free Classic Casino Games,Rocket Speed,"Rocket Speed, Inc.",4.84687,0
6594,6594,a2745,b534,GSN Casino: Free Slot Machines,Casino,"GSN Games, Inc.",4.3,Xtreme Slots - FREE Las Vegas Casino Slot Machines,Card,"Meme, Inc",4.22581,0
6595,6595,a2757,b534,Las Vegas,Travel & Local,PocketGuide Inc.,4.2,Xtreme Slots - FREE Las Vegas Casino Slot Machines,Card,"Meme, Inc",4.22581,0
6604,6604,a3648,b536,Popping Wrap Game Free,Simulation,DPoisn LLC,2.8,Blackjack 21 + Free Casino-style Blackjack game,Entertainment,Smash Atom Software LLC,4.17019,0
6637,6637,a2745,b537,GSN Casino: Free Slot Machines,Casino,"GSN Games, Inc.",4.3,Lucky Slots: Free Vegas Casino Simulator,Casino,"RockYou, Inc.",3.66667,0
6657,6657,a2689,b538,Lucky Win Casino\u2122- FREE SLOTS,Casino,ZENTERTAIN LTD,4.3,"DoubleU Casino - Free Slots, Video Poker and More",Casino,"DoubleUGames Co., Ltd.",4.48496,0
6661,6661,a2725,b538,DoubleU Bingo - Free Bingo,Casino,DoubleUGames,4.6,"DoubleU Casino - Free Slots, Video Poker and More",Casino,"DoubleUGames Co., Ltd.",4.48496,0
6664,6664,a2739,b538,DoubleU Casino - FREE Slots,Casino,DoubleUGames,4.5,"DoubleU Casino - Free Slots, Video Poker and More",Casino,"DoubleUGames Co., Ltd.",4.48496,0
6666,6666,a2741,b538,Scatter Slots: Free Fun Casino,Casino,Murka Ltd.,4.6,"DoubleU Casino - Free Slots, Video Poker and More",Casino,"DoubleUGames Co., Ltd.",4.48496,0
6678,6678,a2648,b539,Slot Machine,Casino,LinkDesks Inc.,4.6,Wizard of Oz - Vegas Casino Slot Machine Games,Zynga Inc.,Zynga Inc.,4.83662,0
6684,6684,a2736,b539,Wizard of Oz Free Slots Casino,Casino,Zynga,4.5,Wizard of Oz - Vegas Casino Slot Machine Games,Zynga Inc.,Zynga Inc.,4.83662,0
6686,6686,a2745,b539,GSN Casino: Free Slot Machines,Casino,"GSN Games, Inc.",4.3,Wizard of Oz - Vegas Casino Slot Machine Games,Zynga Inc.,Zynga Inc.,4.83662,0
6688,6688,a262,b539,Wizard of Oz: Magic Match,Puzzle,Zynga,4.7,Wizard of Oz - Vegas Casino Slot Machine Games,Zynga Inc.,Zynga Inc.,4.83662,0
6690,6690,a406,b539,Reversi Free - King of Games,Casual,Cross Field Inc.,4.3,Wizard of Oz - Vegas Casino Slot Machine Games,Zynga Inc.,Zynga Inc.,4.83662,0
6692,6692,a2726,b540,Bingo Pop,Casino,Uken Games,4.2,Bingo Pop,Games,Uken Games,4.15385,1
6695,6695,a3709,b541,Plants vs. Zombies\u2122 Heroes,Casual,ELECTRONIC ARTS,4.4,Plants vs. Zombies FREE,Puzzle,Electronic Arts,4.06154,0
6696,6696,a2294,b541,Plants vs. Zombies\u2122,Casual,ELECTRONIC ARTS,4,Plants vs. Zombies FREE,Puzzle,Electronic Arts,4.06154,0
6698,6698,a447,b541,Plants vs. Zombies\u2122 2,Casual,ELECTRONIC ARTS,4.4,Plants vs. Zombies FREE,Puzzle,Electronic Arts,4.06154,0
6699,6699,a1087,b542,MARVEL Future Fight,Role Playing,Netmarble Games,4.6,MARVEL Future Fight,Action,Netmarble Games Corp.,4.13019,1
6715,6715,a2689,b544,Lucky Win Casino\u2122- FREE SLOTS,Casino,ZENTERTAIN LTD,4.3,Caesars Slots Free Slot Machine Games,Playtika LTD,Playtika LTD,4.64308,0
6721,6721,a2737,b544,Caesars Slot Machines & Games,Casino,Playtika,4.4,Caesars Slots Free Slot Machine Games,Playtika LTD,Playtika LTD,4.64308,0
6724,6724,a2741,b544,Scatter Slots: Free Fun Casino,Casino,Murka Ltd.,4.6,Caesars Slots Free Slot Machine Games,Playtika LTD,Playtika LTD,4.64308,0
6725,6725,a2743,b544,Slotomania Free Slots 777,Casino,Playtika,4.4,Caesars Slots Free Slot Machine Games,Playtika LTD,Playtika LTD,4.64308,0
6728,6728,a2746,b544,Free Slots Casino-House of Fun,Casino,Playtika HOF,4.5,Caesars Slots Free Slot Machine Games,Playtika LTD,Playtika LTD,4.64308,0
6743,6743,a2646,b545,Slots Free - Big Win Casino\u2122,Casino,FiveStar Games - Slots and Casino,4.3,Slots - Huuuge Casino: Free Slot Machines,Entertainment,Huuuge Games Sp. z o.o.,3.82759,0
6745,6745,a2664,b545,Vegas Jackpot Slots Casino,Casino,Rocket Speed - Casino Slots Games,4.6,Slots - Huuuge Casino: Free Slot Machines,Entertainment,Huuuge Games Sp. z o.o.,3.82759,0
6746,6746,a2669,b545,Jackpot Party Casino Slots 777,Casino,Scientific Games Interactive,4.4,Slots - Huuuge Casino: Free Slot Machines,Entertainment,Huuuge Games Sp. z o.o.,3.82759,0
6747,6747,a2670,b545,Quick Hit\u2122 Free Casino Slots,Casino,Scientific Games Interactive,4.3,Slots - Huuuge Casino: Free Slot Machines,Entertainment,Huuuge Games Sp. z o.o.,3.82759,0
6748,6748,a2684,b545,Casino Slots,Casino,Mouse Games,4,Slots - Huuuge Casino: Free Slot Machines,Entertainment,Huuuge Games Sp. z o.o.,3.82759,0
6750,6750,a2690,b545,OMG! Fortune Free Slots Casino,Casino,LuckyFish Games \u2013 Free Slot Machines,4.3,Slots - Huuuge Casino: Free Slot Machines,Entertainment,Huuuge Games Sp. z o.o.,3.82759,0
6752,6752,a2712,b545,Slots Lost Treasure Slot Games,Casino,Rocket Speed - Casino Slots Games,4.4,Slots - Huuuge Casino: Free Slot Machines,Entertainment,Huuuge Games Sp. z o.o.,3.82759,0
6753,6753,a2716,b545,Slots Lucky Wolf Casino Slots,Casino,Rocket Speed - Casino Slots Games,4.4,Slots - Huuuge Casino: Free Slot Machines,Entertainment,Huuuge Games Sp. z o.o.,3.82759,0
6755,6755,a2673,b545,Slots Casino Games God of Sky,Casino,Free Slots & Casino games by Huuuge,4.6,Slots - Huuuge Casino: Free Slot Machines,Entertainment,Huuuge Games Sp. z o.o.,3.82759,0
6757,6757,a2735,b545,Casino Games - Cleopatra Slots,Casino,Free Slots & Casino games by Huuuge,4.5,Slots - Huuuge Casino: Free Slot Machines,Entertainment,Huuuge Games Sp. z o.o.,3.82759,0
6763,6763,a2745,b545,GSN Casino: Free Slot Machines,Casino,"GSN Games, Inc.",4.3,Slots - Huuuge Casino: Free Slot Machines,Entertainment,Huuuge Games Sp. z o.o.,3.82759,0
6767,6767,a2809,b545,777 Slots Casino,Casino,Scientific Games Interactive (IL),4.4,Slots - Huuuge Casino: Free Slot Machines,Entertainment,Huuuge Games Sp. z o.o.,3.82759,0
6768,6768,a2742,b545,Big Fish Casino\u2122 \u2013 Free Slots,Casino,Big Fish Games,4.3,Slots - Huuuge Casino: Free Slot Machines,Entertainment,Huuuge Games Sp. z o.o.,3.82759,0
6814,6814,a1377,b548,Jet Car Stunts Lite,Racing,True Axis,4.3,Jet Car Stunts 2,Entertainment,True Axis,3.88889,0
6824,6824,a2609,b549,Slot Casino - Slot Machines,Board,Candy Mobile,4.4,Big Win Slots- New Las Vegas Casino Slot Machines,Entertainment,Mobile Deluxe,4.5,0
6871,6871,a2808,b550,Heart of Vegas\u2122 Slots Casino,Casino,Product Madness,4.4,Heart of Vegas Slots Casino Slot Machine Games,Product Madness,Product Madness,4.46939,0
6892,6892,a676,b551,Hit it Rich! Free Casino Slots,Casino,Zynga,4.4,Hit it Rich! Free Casino Slots - Slot Machines,Casino,Zynga Inc.,4.35358,0
6894,6894,a2736,b551,Wizard of Oz Free Slots Casino,Casino,Zynga,4.5,Hit it Rich! Free Casino Slots - Slot Machines,Casino,Zynga Inc.,4.35358,0
6900,6900,a2745,b551,GSN Casino: Free Slot Machines,Casino,"GSN Games, Inc.",4.3,Hit it Rich! Free Casino Slots - Slot Machines,Casino,Zynga Inc.,4.35358,0
6939,6939,a334,b555,Earn to Die,Racing,Not Doppler,4.5,Earn to Die Lite,Racing,Not Doppler,4.73503,0
6942,6942,a2703,b557,Boardwalk Bingo: MONOPOLY,Casino,Storm8 Studios,4.3,MONOPOLY Bingo!,Entertainment,Storm8 Studios,4.27409,0
6943,6943,a2730,b557,MONOPOLY Bingo!,Casino,Storm8 Studios,4.1,MONOPOLY Bingo!,Entertainment,Storm8 Studios,4.27409,1
6965,6965,a2689,b559,Lucky Win Casino\u2122- FREE SLOTS,Casino,ZENTERTAIN LTD,4.3,Slots House of Fun - Free Casino Games,Pacific-Interactive ltd,Pacific-Interactive ltd,4.64727,0
6976,6976,a2741,b559,Scatter Slots: Free Fun Casino,Casino,Murka Ltd.,4.6,Slots House of Fun - Free Casino Games,Pacific-Interactive ltd,Pacific-Interactive ltd,4.64727,0
6994,6994,a661,b561,Texas Holdem Poker Pro,Card,geaxgame,4.6,Texas Holdem Poker,Sports,GeaxGame Inc,4.16802,0
7005,7005,a2655,b561,Poker KinG VIP-Texas Holdem,Card,geaxgame,4.6,Texas Holdem Poker,Sports,GeaxGame Inc,4.16802,0
7010,7010,a2676,b561,Fresh Deck Poker - Live Holdem,Casino,"GSN Games, Inc.",4.3,Texas Holdem Poker,Sports,GeaxGame Inc,4.16802,0
7017,7017,a2531,b562,Zombie Road Trip,Racing,Noodlecake Studios Inc,4.3,Zombie Road Trip,Entertainment,Noodlecake Studios Inc,4.33333,1
7030,7030,a195,b565,Thumb Drift - Furious Racing,Racing,SMG Studio,4.1,Thumb Drift - Furious One Touch Car Racing,Racing,SMG Studio,4.20707,0
7033,7033,a277,b565,Furious Racing: Remastered,Racing,Hammerhead Studio,4,Thumb Drift - Furious One Touch Car Racing,Racing,SMG Studio,4.20707,0
7038,7038,a355,b565,Furious Speedy Racing,Racing,Hammerhead Studio,4,Thumb Drift - Furious One Touch Car Racing,Racing,SMG Studio,4.20707,0
7041,7041,a965,b566,Bloons TD 5,Strategy,ninja kiwi,4.6,Bloons TD 5,Action,Ninja Kiwi,4.5913,1
7042,7042,a109,b566,Bloons TD Battles,Strategy,ninja kiwi,4.4,Bloons TD 5,Action,Ninja Kiwi,4.5913,0
7043,7043,a2293,b566,Bloons TD 4,Casual,ninja kiwi,3.8,Bloons TD 5,Action,Ninja Kiwi,4.5913,0
7047,7047,a2743,b568,Slotomania Free Slots 777,Casino,Playtika,4.4,Bingo Blitz: Play Free Bingo &amp; Slots Games,Playtika Santa Monica,"Playtika Santa Monica, LLC",4.10909,0
7050,7050,a2746,b568,Free Slots Casino-House of Fun,Casino,Playtika HOF,4.5,Bingo Blitz: Play Free Bingo &amp; Slots Games,Playtika Santa Monica,"Playtika Santa Monica, LLC",4.10909,0
7074,7074,a2806,b568,Bingo Blitz: The #1 Bingo Game,Casino,Playtika Santa Monica,4.4,Bingo Blitz: Play Free Bingo &amp; Slots Games,Playtika Santa Monica,"Playtika Santa Monica, LLC",4.10909,0
7088,7088,a1126,b570,Pooza - FREE Puzzles for Kids,Education,ImagiRation LLC,4.5,Solitaire Free for iPhone &amp; iPad,Card,Solebon LLC,4.74189,0
7098,7098,a1581,b571,Slingo Adventure Bingo & Slots,Puzzle,Blastworks Inc.,4.3,Bingo Bash: Wheel of Fortune Free Bingo + Slots,Entertainment,BitRhymes Inc.,4.55238,0
7120,7120,a2729,b571,Bingo Bash,Casino,"GSN Games, Inc.",4.3,Bingo Bash: Wheel of Fortune Free Bingo + Slots,Entertainment,BitRhymes Inc.,4.55238,0
7131,7131,a406,b571,Reversi Free - King of Games,Casual,Cross Field Inc.,4.3,Bingo Bash: Wheel of Fortune Free Bingo + Slots,Entertainment,BitRhymes Inc.,4.55238,0
7137,7137,a2744,b572,Slots - Pharaoh's Way,Casino,Cervo Media,4.5,Slots Pharaoh's Way - The best free casino slots!,Entertainment,CERVO MEDIA GMBH,4.375,0
